date	n_day	regime	inoculant	treatment	sample	shoot_side_area	shoot_height
27/06/25	22	NW	MIXR	NW_MIXR	5	1151.403203	347.9522066
27/06/25	22	NW	MIXR	NW_MIXR	6	1320.508958	355.498158
27/06/25	22	NW	MIXR	NW_MIXR	7	1138.749562	365.5594267
27/06/25	22	NW	MIXR	NW_MIXR	8	1753.700883	342.9215723
28/06/25	23	NW	MIXR	NW_MIXR	1	1944.989564	347.3932472
28/06/25	23	NW	MIXR	NW_MIXR	2	1367.842948	328.109149
28/06/25	23	NW	MIXR	NW_MIXR	3	1352.84604	335.0961411
28/06/25	23	NW	MIXR	NW_MIXR	4	1229.98075	377.5770531
28/06/25	23	NW	MIXR	NW_MIXR	5	1231.308601	303.7944165
28/06/25	23	NW	MIXR	NW_MIXR	6	1321.993027	336.4935395
28/06/25	23	NW	MIXR	NW_MIXR	7	1145.388818	334.5371817
28/06/25	23	NW	MIXR	NW_MIXR	8	1500.237523	366.6773454
29/06/25	24	NW	MIXR	NW_MIXR	1	1274.346602	335.0961411
29/06/25	24	NW	MIXR	NW_MIXR	2	1349.877902	327.5501896
29/06/25	24	NW	MIXR	NW_MIXR	3	1553.429679	388.1972811
29/06/25	24	NW	MIXR	NW_MIXR	4	1198.112322	377.2975734
29/06/25	24	NW	MIXR	NW_MIXR	5	1341.285924	333.6987427
29/06/25	24	NW	MIXR	NW_MIXR	6	1928.27426	346.2753285
29/06/25	24	NW	MIXR	NW_MIXR	7	1263.801901	336.2140599
29/06/25	24	NW	MIXR	NW_MIXR	8	1130.704346	337.3319786
06/06/25	1	NW	NOI	NW_NOI	1	72.56316231	37.45027766
06/06/25	1	NW	NOI	NW_NOI	2	10.46659177	10.62022799
06/06/25	1	NW	NOI	NW_NOI	3	39.67931803	24.03525282
06/06/25	1	NW	NOI	NW_NOI	4	77.64024041	50.86530249
06/06/25	1	NW	NOI	NW_NOI	5	71.3915289	52.82166028
06/06/25	1	NW	NOI	NW_NOI	6	52.56728551	51.42426186
06/06/25	1	NW	NOI	NW_NOI	7	54.59811674	45.83466818
06/06/25	1	NW	NOI	NW_NOI	8	41.24149591	26.55056998
07/06/25	2	NW	NOI	NW_NOI	1	143.6422556	75.180035
07/06/25	2	NW	NOI	NW_NOI	2	70.76665775	59.80865238
07/06/25	2	NW	NOI	NW_NOI	3	137.0029997	80.21066931
07/06/25	2	NW	NOI	NW_NOI	4	142.5487311	82.44650678
07/06/25	2	NW	NOI	NW_NOI	5	65.61147077	49.74738375
07/06/25	2	NW	NOI	NW_NOI	6	124.97423	76.01847405
07/06/25	2	NW	NOI	NW_NOI	7	146.297958	89.1540192
07/06/25	2	NW	NOI	NW_NOI	8	116.5384695	69.869921
08/06/25	3	NW	NOI	NW_NOI	1	160.3575589	95.02309256
08/06/25	3	NW	NOI	NW_NOI	2	163.950568	95.58205193
08/06/25	3	NW	NOI	NW_NOI	3	162.2321724	112.350833
08/06/25	3	NW	NOI	NW_NOI	4	142.3144044	83.8439052
08/06/25	3	NW	NOI	NW_NOI	5	116.0698161	99.77424719
08/06/25	3	NW	NOI	NW_NOI	6	188.4767607	120.7352235
08/06/25	3	NW	NOI	NW_NOI	7	191.3667897	95.58205193
08/06/25	3	NW	NOI	NW_NOI	8	218.0800314	126.6042969
09/06/25	4	NW	NOI	NW_NOI	1	264.0861698	137.7834842
09/06/25	4	NW	NOI	NW_NOI	2	156.4521142	91.94881604
09/06/25	4	NW	NOI	NW_NOI	3	258.1498939	134.429728
09/06/25	4	NW	NOI	NW_NOI	4	157.3894209	101.730605
09/06/25	4	NW	NOI	NW_NOI	5	219.4859915	130.7964921
09/06/25	4	NW	NOI	NW_NOI	6	208.1602019	112.6303127
09/06/25	4	NW	NOI	NW_NOI	7	238.3883438	133.591289
09/06/25	4	NW	NOI	NW_NOI	8	228.3904054	149.2421513
10/06/25	5	NW	NOI	NW_NOI	1	272.9124748	140.2988014
10/06/25	5	NW	NOI	NW_NOI	2	147.4695914	109.2765564
10/06/25	5	NW	NOI	NW_NOI	3	189.8827208	126.8837765
10/06/25	5	NW	NOI	NW_NOI	4	305.2495568	187.2513883
10/06/25	5	NW	NOI	NW_NOI	5	259.0090917	141.4167201
10/06/25	5	NW	NOI	NW_NOI	6	180.4315446	156.508623
10/06/25	5	NW	NOI	NW_NOI	7	236.1231859	151.7574684
10/06/25	5	NW	NOI	NW_NOI	8	196.3657589	129.9580531
11/06/25	6	NW	NOI	NW_NOI	1	141.0646621	118.2199063
11/06/25	6	NW	NOI	NW_NOI	2	284.7069178	142.5346388
11/06/25	6	NW	NOI	NW_NOI	3	211.8313199	152.8753871
11/06/25	6	NW	NOI	NW_NOI	4	311.4201595	198.151096
11/06/25	6	NW	NOI	NW_NOI	5	253.6195781	140.5782811
11/06/25	6	NW	NOI	NW_NOI	6	246.4335598	149.5216309
11/06/25	6	NW	NOI	NW_NOI	7	239.8724128	168.2467698
11/06/25	6	NW	NOI	NW_NOI	8	264.4767143	160.7008183
12/06/25	7	NW	NOI	NW_NOI	1	256.4314982	144.7704763
12/06/25	7	NW	NOI	NW_NOI	2	366.7212562	198.7100553
12/06/25	7	NW	NOI	NW_NOI	3	310.1704172	146.4473544
12/06/25	7	NW	NOI	NW_NOI	4	235.4202058	135.2681671
12/06/25	7	NW	NOI	NW_NOI	5	299.3132809	160.1418589
12/06/25	7	NW	NOI	NW_NOI	6	283.84772	155.670184
12/06/25	7	NW	NOI	NW_NOI	7	236.8261659	132.1938905
12/06/25	7	NW	NOI	NW_NOI	8	175.0420309	145.049956
13/06/25	8	NW	NOI	NW_NOI	1	257.9155672	138.3424436
13/06/25	8	NW	NOI	NW_NOI	2	430.3018958	197.8716163
13/06/25	8	NW	NOI	NW_NOI	3	312.2012484	154.2727856
13/06/25	8	NW	NOI	NW_NOI	4	223.4695451	134.7092077
13/06/25	8	NW	NOI	NW_NOI	5	278.3019885	155.1112246
13/06/25	8	NW	NOI	NW_NOI	6	337.6647478	195.3562991
13/06/25	8	NW	NOI	NW_NOI	7	269.3194657	166.0109323
13/06/25	8	NW	NOI	NW_NOI	8	198.6309169	157.0675824
14/06/25	9	NW	NOI	NW_NOI	1	306.9679525	166.290412
14/06/25	9	NW	NOI	NW_NOI	2	468.8095804	228.6143815
14/06/25	9	NW	NOI	NW_NOI	3	338.0552922	191.1641039
14/06/25	9	NW	NOI	NW_NOI	4	227.921752	134.1502483
14/06/25	9	NW	NOI	NW_NOI	5	367.5023452	206.8149662
14/06/25	9	NW	NOI	NW_NOI	6	286.034769	168.2467698
14/06/25	9	NW	NOI	NW_NOI	7	308.7644571	156.2291434
14/06/25	9	NW	NOI	NW_NOI	8	234.7172258	157.9060215
15/06/25	10	NW	NOI	NW_NOI	1	323.0583846	211.5661208
15/06/25	10	NW	NOI	NW_NOI	2	460.8424732	240.0730486
15/06/25	10	NW	NOI	NW_NOI	3	249.0892622	175.2337619
15/06/25	10	NW	NOI	NW_NOI	4	335.3214809	197.0331772
15/06/25	10	NW	NOI	NW_NOI	5	344.5383304	205.1380881
15/06/25	10	NW	NOI	NW_NOI	6	306.8117347	173.2774041
15/06/25	10	NW	NOI	NW_NOI	7	390.7787955	222.1863488
15/06/25	10	NW	NOI	NW_NOI	8	246.3554509	197.5921366
16/06/25	11	NW	NOI	NW_NOI	1	202.7706882	182.5002337
16/06/25	11	NW	NOI	NW_NOI	2	247.6051932	197.0331772
16/06/25	11	NW	NOI	NW_NOI	3	343.5229148	199.8279741
16/06/25	11	NW	NOI	NW_NOI	4	464.4354823	250.1343172
16/06/25	11	NW	NOI	NW_NOI	5	421.5536997	266.6236185
16/06/25	11	NW	NOI	NW_NOI	6	349.3699234	219.6710316
16/06/25	11	NW	NOI	NW_NOI	7	380.7027482	224.7016659
16/06/25	11	NW	NOI	NW_NOI	8	384.9987374	216.8762348
17/06/25	12	NW	NOI	NW_NOI	1	502.7088403	271.6542528
17/06/25	12	NW	NOI	NW_NOI	2	471.9339362	241.1909673
17/06/25	12	NW	NOI	NW_NOI	3	417.2577105	220.229991
17/06/25	12	NW	NOI	NW_NOI	4	603.0787688	268.021017
17/06/25	12	NW	NOI	NW_NOI	5	524.8136572	242.5883657
17/06/25	12	NW	NOI	NW_NOI	6	385.3892819	253.7675531
17/06/25	12	NW	NOI	NW_NOI	7	500.4436824	260.4750655
17/06/25	12	NW	NOI	NW_NOI	8	332.6657786	230.5707393
18/06/25	13	NW	NOI	NW_NOI	1	629.4795749	274.16957
18/06/25	13	NW	NOI	NW_NOI	2	620.8875966	300.72014
18/06/25	13	NW	NOI	NW_NOI	3	460.8424732	234.2039752
18/06/25	13	NW	NOI	NW_NOI	4	727.6624543	309.9429696
18/06/25	13	NW	NOI	NW_NOI	5	607.2185402	259.9161061
18/06/25	13	NW	NOI	NW_NOI	6	513.0192143	265.2262201
18/06/25	13	NW	NOI	NW_NOI	7	450.7664259	250.4137969
18/06/25	13	NW	NOI	NW_NOI	8	607.7653024	272.7721716
19/06/25	14	NW	NOI	NW_NOI	1	600.384012	257.2610491
19/06/25	14	NW	NOI	NW_NOI	2	675.4076045	284.789798
19/06/25	14	NW	NOI	NW_NOI	3	554.4950369	250.8330164
19/06/25	14	NW	NOI	NW_NOI	4	749.6110535	310.9211485
19/06/25	14	NW	NOI	NW_NOI	5	546.2154942	267.4620576
19/06/25	14	NW	NOI	NW_NOI	6	557.7756104	261.8724639
19/06/25	14	NW	NOI	NW_NOI	7	567.3439499	271.514513
19/06/25	14	NW	NOI	NW_NOI	8	577.8495961	300.72014
20/06/25	15	NW	NOI	NW_NOI	1	571.288449	240.3525282
20/06/25	15	NW	NOI	NW_NOI	2	648.1476005	267.4620576
20/06/25	15	NW	NOI	NW_NOI	3	771.5596526	311.8993273
20/06/25	15	NW	NOI	NW_NOI	4	729.9276123	268.859456
20/06/25	15	NW	NOI	NW_NOI	5	579.411774	269.6978951
20/06/25	15	NW	NOI	NW_NOI	6	508.3326806	263.8288217
20/06/25	15	NW	NOI	NW_NOI	7	526.9225974	270.2568544
20/06/25	15	NW	NOI	NW_NOI	8	704.9327663	351.0264831
21/06/25	16	NW	NOI	NW_NOI	1	567.2267865	236.998772
21/06/25	16	NW	NOI	NW_NOI	2	657.0520144	268.021017
21/06/25	16	NW	NOI	NW_NOI	3	777.8083641	307.9866118
21/06/25	16	NW	NOI	NW_NOI	4	740.3160951	263.2698623
21/06/25	16	NW	NOI	NW_NOI	5	642.0551068	266.6236185
21/06/25	16	NW	NOI	NW_NOI	6	517.9400746	261.8724639
21/06/25	16	NW	NOI	NW_NOI	7	543.6379006	260.1955858
21/06/25	16	NW	NOI	NW_NOI	8	735.0046904	337.3319786
22/06/25	17	NW	NOI	NW_NOI	1	745.8618266	261.0340249
22/06/25	17	NW	NOI	NW_NOI	2	529.6564086	235.6013736
22/06/25	17	NW	NOI	NW_NOI	3	761.9522587	305.4712946
22/06/25	17	NW	NOI	NW_NOI	4	691.2637099	267.4620576
22/06/25	17	NW	NOI	NW_NOI	5	652.7560252	264.3877811
22/06/25	17	NW	NOI	NW_NOI	6	518.9554902	252.929114
22/06/25	17	NW	NOI	NW_NOI	7	601.3603731	389.0357201
22/06/25	17	NW	NOI	NW_NOI	8	762.6552388	349.349605
23/06/25	18	NW	NOI	NW_NOI	1	500.1312468	257.6802686
23/06/25	18	NW	NOI	NW_NOI	2	723.3664652	305.1918149
23/06/25	18	NW	NOI	NW_NOI	3	633.2288018	263.549342
23/06/25	18	NW	NOI	NW_NOI	4	714.0715068	266.3441389
23/06/25	18	NW	NOI	NW_NOI	5	581.2863874	238.1166908
23/06/25	18	NW	NOI	NW_NOI	6	804.6778236	307.7071321
23/06/25	18	NW	NOI	NW_NOI	7	659.3952812	389.3151998
23/06/25	18	NW	NOI	NW_NOI	8	891.2224779	413.909412
24/06/25	19	NW	NOI	NW_NOI	1	746.4085889	348.5111659
24/06/25	19	NW	NOI	NW_NOI	2	641.4302356	249.5753578
24/06/25	19	NW	NOI	NW_NOI	3	555.6666703	257.400789
24/06/25	19	NW	NOI	NW_NOI	4	757.4219429	261.5929842
24/06/25	19	NW	NOI	NW_NOI	5	610.3428959	235.6013736
24/06/25	19	NW	NOI	NW_NOI	6	885.989182	409.9966964
24/06/25	19	NW	NOI	NW_NOI	7	761.3273876	307.1481727
24/06/25	19	NW	NOI	NW_NOI	8	763.6706544	411.3940948
25/06/25	20	NW	NOI	NW_NOI	1	609.561807	250.4137969
25/06/25	20	NW	NOI	NW_NOI	2	540.5135449	252.929114
25/06/25	20	NW	NOI	NW_NOI	3	691.5761454	297.6458635
25/06/25	20	NW	NOI	NW_NOI	4	777.7302553	264.3877811
25/06/25	20	NW	NOI	NW_NOI	5	563.7118863	233.3655361
25/06/25	20	NW	NOI	NW_NOI	6	703.7611329	302.3970181
25/06/25	20	NW	NOI	NW_NOI	7	662.4415281	407.2018996
25/06/25	20	NW	NOI	NW_NOI	8	928.5585291	406.6429402
26/06/25	21	NW	NOI	NW_NOI	1	625.1835857	295.9689854
26/06/25	21	NW	NOI	NW_NOI	2	553.7139479	256.2828702
26/06/25	21	NW	NOI	NW_NOI	3	590.5032369	247.8984797
26/06/25	21	NW	NOI	NW_NOI	4	742.1125997	256.2828702
26/06/25	21	NW	NOI	NW_NOI	5	537.1548624	230.2912596
26/06/25	21	NW	NOI	NW_NOI	6	650.5689762	295.6895057
26/06/25	21	NW	NOI	NW_NOI	7	880.833995	415.3068104
26/06/25	21	NW	NOI	NW_NOI	8	646.1948781	397.6995903
27/06/25	22	NW	NOI	NW_NOI	1	720.7888717	416.9836885
27/06/25	22	NW	NOI	NW_NOI	2	549.6522855	259.0776671
27/06/25	22	NW	NOI	NW_NOI	3	656.583361	274.4490497
27/06/25	22	NW	NOI	NW_NOI	4	784.1351845	354.659719
27/06/25	22	NW	NOI	NW_NOI	5	517.8619657	224.1427066
27/06/25	22	NW	NOI	NW_NOI	6	527.7036863	227.2169831
27/06/25	22	NW	NOI	NW_NOI	7	618.1537853	230.850219
27/06/25	22	NW	NOI	NW_NOI	8	1018.305648	401.0533465
28/06/25	23	NW	NOI	NW_NOI	1	824.4393737	393.5073951
28/06/25	23	NW	NOI	NW_NOI	2	735.239017	349.6290847
28/06/25	23	NW	NOI	NW_NOI	3	555.119908	256.5623499
28/06/25	23	NW	NOI	NW_NOI	4	358.2854957	273.6106106
28/06/25	23	NW	NOI	NW_NOI	5	456.5464841	226.9375034
28/06/25	23	NW	NOI	NW_NOI	6	425.6153621	214.3609176
28/06/25	23	NW	NOI	NW_NOI	7	374.1416012	220.7889504
28/06/25	23	NW	NOI	NW_NOI	8	514.4251744	418.1016073
29/06/25	24	NW	NOI	NW_NOI	1	710.0879533	347.6727269
29/06/25	24	NW	NOI	NW_NOI	2	558.0099371	257.400789
29/06/25	24	NW	NOI	NW_NOI	3	740.0036596	403.8481434
29/06/25	24	NW	NOI	NW_NOI	4	793.9769052	411.6735745
29/06/25	24	NW	NOI	NW_NOI	5	276.7398106	206.5354865
29/06/25	24	NW	NOI	NW_NOI	6	390.7787955	415.8657698
29/06/25	24	NW	NOI	NW_NOI	7	283.066631	161.5392574
29/06/25	24	NW	NOI	NW_NOI	8	287.8312735	208.2123646
06/06/25	1	WW	MIX1	WW_MIX1	1	38.19524905	25.99161061
06/06/25	1	WW	MIX1	WW_MIX1	2	54.98866121	50.30634312
06/06/25	1	WW	MIX1	WW_MIX1	3	69.20447988	62.60344922
06/06/25	1	WW	MIX1	WW_MIX1	4	35.0708933	38.28871671
06/06/25	1	WW	MIX1	WW_MIX1	5	58.9722148	43.31935102
06/06/25	1	WW	MIX1	WW_MIX1	6	57.56625471	53.10113996
06/06/25	1	WW	MIX1	WW_MIX1	7	17.41828331	17.04826072
06/06/25	1	WW	MIX1	WW_MIX1	8	67.32986643	57.01385554
07/06/25	2	WW	MIX1	WW_MIX1	1	169.8868439	93.90517382
07/06/25	2	WW	MIX1	WW_MIX1	2	124.8961211	65.39824606
07/06/25	2	WW	MIX1	WW_MIX1	3	87.48196102	55.8959368
07/06/25	2	WW	MIX1	WW_MIX1	4	67.48608422	53.66009933
07/06/25	2	WW	MIX1	WW_MIX1	5	67.32986643	56.45489617
07/06/25	2	WW	MIX1	WW_MIX1	6	128.1766947	91.38985667
07/06/25	2	WW	MIX1	WW_MIX1	7	131.6915949	86.07974267
07/06/25	2	WW	MIX1	WW_MIX1	8	148.1725715	89.99245825
08/06/25	3	WW	MIX1	WW_MIX1	1	203.7079949	130.2375327
08/06/25	3	WW	MIX1	WW_MIX1	2	181.8375047	92.22829572
08/06/25	3	WW	MIX1	WW_MIX1	3	167.3873593	96.69997066
08/06/25	3	WW	MIX1	WW_MIX1	4	227.4530987	112.9097923
08/06/25	3	WW	MIX1	WW_MIX1	5	203.0831238	117.9404266
08/06/25	3	WW	MIX1	WW_MIX1	6	174.1047242	97.53840972
08/06/25	3	WW	MIX1	WW_MIX1	7	167.5435771	124.6479391
08/06/25	3	WW	MIX1	WW_MIX1	8	224.5630696	138.9014029
09/06/25	4	WW	MIX1	WW_MIX1	1	314.700733	165.4519729
09/06/25	4	WW	MIX1	WW_MIX1	2	260.5712696	136.1066061
09/06/25	4	WW	MIX1	WW_MIX1	3	269.3975746	134.1502483
09/06/25	4	WW	MIX1	WW_MIX1	4	236.2012948	156.508623
09/06/25	4	WW	MIX1	WW_MIX1	5	265.6483477	155.3907043
09/06/25	4	WW	MIX1	WW_MIX1	6	317.7469799	157.6265418
09/06/25	4	WW	MIX1	WW_MIX1	7	210.9721221	145.049956
09/06/25	4	WW	MIX1	WW_MIX1	8	224.7973963	109.2765564
10/06/25	5	WW	MIX1	WW_MIX1	1	455.6872862	182.7797133
10/06/25	5	WW	MIX1	WW_MIX1	2	278.3800974	150.6395497
10/06/25	5	WW	MIX1	WW_MIX1	3	343.9915682	153.9933059
10/06/25	5	WW	MIX1	WW_MIX1	4	301.0316766	136.6655655
10/06/25	5	WW	MIX1	WW_MIX1	5	337.3523122	177.1901197
10/06/25	5	WW	MIX1	WW_MIX1	6	399.0583383	177.1901197
10/06/25	5	WW	MIX1	WW_MIX1	7	250.026569	136.9450452
10/06/25	5	WW	MIX1	WW_MIX1	8	225.0317229	127.4427359
11/06/25	6	WW	MIX1	WW_MIX1	1	501.8496425	187.2513883
11/06/25	6	WW	MIX1	WW_MIX1	2	325.714087	149.8011106
11/06/25	6	WW	MIX1	WW_MIX1	3	390.0758155	159.5828996
11/06/25	6	WW	MIX1	WW_MIX1	4	412.1806324	189.7667054
11/06/25	6	WW	MIX1	WW_MIX1	5	402.6513474	173.5568838
11/06/25	6	WW	MIX1	WW_MIX1	6	481.619439	180.8233555
11/06/25	6	WW	MIX1	WW_MIX1	7	344.7726571	176.0722009
11/06/25	6	WW	MIX1	WW_MIX1	8	261.742903	138.9014029
12/06/25	7	WW	MIX1	WW_MIX1	1	366.9555829	159.8623792
12/06/25	7	WW	MIX1	WW_MIX1	2	417.8044728	182.220754
12/06/25	7	WW	MIX1	WW_MIX1	3	497.78798	187.530868
12/06/25	7	WW	MIX1	WW_MIX1	4	494.1949709	211.5661208
12/06/25	7	WW	MIX1	WW_MIX1	5	597.6892551	214.6403973
12/06/25	7	WW	MIX1	WW_MIX1	6	437.0192606	155.1112246
12/06/25	7	WW	MIX1	WW_MIX1	7	561.8372729	207.9328849
12/06/25	7	WW	MIX1	WW_MIX1	8	426.0059066	190.8846242
13/06/25	8	WW	MIX1	WW_MIX1	1	411.5557613	203.1817303
13/06/25	8	WW	MIX1	WW_MIX1	2	492.1641396	202.6227709
13/06/25	8	WW	MIX1	WW_MIX1	3	540.1230004	235.6013736
13/06/25	8	WW	MIX1	WW_MIX1	4	588.6286234	247.8984797
13/06/25	8	WW	MIX1	WW_MIX1	5	708.5257754	271.0952935
13/06/25	8	WW	MIX1	WW_MIX1	6	460.8424732	199.2690147
13/06/25	8	WW	MIX1	WW_MIX1	7	641.0396912	266.0646592
13/06/25	8	WW	MIX1	WW_MIX1	8	653.7714408	247.3395203
14/06/25	9	WW	MIX1	WW_MIX1	1	482.8691813	235.6013736
14/06/25	9	WW	MIX1	WW_MIX1	2	624.0119523	278.0822856
14/06/25	9	WW	MIX1	WW_MIX1	3	671.8927042	263.8288217
14/06/25	9	WW	MIX1	WW_MIX1	4	676.8135645	297.0869041
14/06/25	9	WW	MIX1	WW_MIX1	5	755.3130027	282.2744808
14/06/25	9	WW	MIX1	WW_MIX1	6	491.4611596	216.0377957
14/06/25	9	WW	MIX1	WW_MIX1	7	745.9399355	281.4360418
14/06/25	9	WW	MIX1	WW_MIX1	8	619.9502898	275.8464481
15/06/25	10	WW	MIX1	WW_MIX1	1	547.3871275	259.9161061
15/06/25	10	WW	MIX1	WW_MIX1	2	616.8259341	306.030254
15/06/25	10	WW	MIX1	WW_MIX1	3	983.3128637	330.0655068
15/06/25	10	WW	MIX1	WW_MIX1	4	790.383896	323.6374741
15/06/25	10	WW	MIX1	WW_MIX1	5	739.4568973	261.3135045
15/06/25	10	WW	MIX1	WW_MIX1	6	701.1835394	261.3135045
15/06/25	10	WW	MIX1	WW_MIX1	7	835.6089455	298.2048228
15/06/25	10	WW	MIX1	WW_MIX1	8	824.9080271	304.6328556
16/06/25	11	WW	MIX1	WW_MIX1	1	607.9996291	283.6718793
16/06/25	11	WW	MIX1	WW_MIX1	2	836.1557078	356.6160768
16/06/25	11	WW	MIX1	WW_MIX1	3	728.7559789	335.9345802
16/06/25	11	WW	MIX1	WW_MIX1	4	1038.145307	335.3756208
16/06/25	11	WW	MIX1	WW_MIX1	5	735.0827993	288.4230339
16/06/25	11	WW	MIX1	WW_MIX1	6	959.2553244	339.2883364
16/06/25	11	WW	MIX1	WW_MIX1	7	793.352034	335.9345802
16/06/25	11	WW	MIX1	WW_MIX1	8	1118.44125	355.7776377
17/06/25	12	WW	MIX1	WW_MIX1	1	925.0436289	316.0915226
17/06/25	12	WW	MIX1	WW_MIX1	2	1350.424664	349.9085644
17/06/25	12	WW	MIX1	WW_MIX1	3	1086.807148	340.9652145
17/06/25	12	WW	MIX1	WW_MIX1	4	974.6427764	298.4843025
17/06/25	12	WW	MIX1	WW_MIX1	5	739.3006795	290.3793917
17/06/25	12	WW	MIX1	WW_MIX1	6	872.9449968	343.7600113
17/06/25	12	WW	MIX1	WW_MIX1	7	1149.059936	349.9085644
17/06/25	12	WW	MIX1	WW_MIX1	8	1186.864641	325.3143522
18/06/25	13	WW	MIX1	WW_MIX1	1	1174.211	326.9912303
18/06/25	13	WW	MIX1	WW_MIX1	2	1493.988811	351.5854425
18/06/25	13	WW	MIX1	WW_MIX1	3	1263.17703	354.9391987
18/06/25	13	WW	MIX1	WW_MIX1	4	1265.910841	315.8120429
18/06/25	13	WW	MIX1	WW_MIX1	5	1052.283017	307.7071321
18/06/25	13	WW	MIX1	WW_MIX1	6	1177.101029	345.9958488
18/06/25	13	WW	MIX1	WW_MIX1	7	1515.390648	354.9391987
18/06/25	13	WW	MIX1	WW_MIX1	8	1398.305416	324.4759131
19/06/25	14	WW	MIX1	WW_MIX1	1	1201.822494	328.9475881
19/06/25	14	WW	MIX1	WW_MIX1	2	1500.393741	374.7822563
19/06/25	14	WW	MIX1	WW_MIX1	3	1657.822216	365.6991665
19/06/25	14	WW	MIX1	WW_MIX1	4	1434.274562	326.4322709
19/06/25	14	WW	MIX1	WW_MIX1	5	1400.297193	340.9652145
19/06/25	14	WW	MIX1	WW_MIX1	6	1513.867525	363.4633291
19/06/25	14	WW	MIX1	WW_MIX1	7	1669.577605	375.2014758
19/06/25	14	WW	MIX1	WW_MIX1	8	1479.694884	360.3890525
20/06/25	15	WW	MIX1	WW_MIX1	1	1229.433988	330.9039459
20/06/25	15	WW	MIX1	WW_MIX1	2	1506.79867	397.97907
20/06/25	15	WW	MIX1	WW_MIX1	3	2052.467402	376.4591343
20/06/25	15	WW	MIX1	WW_MIX1	4	1602.638282	337.0524989
20/06/25	15	WW	MIX1	WW_MIX1	5	1748.311369	374.2232969
20/06/25	15	WW	MIX1	WW_MIX1	6	1850.63402	380.9308093
20/06/25	15	WW	MIX1	WW_MIX1	7	1823.764561	395.4637529
20/06/25	15	WW	MIX1	WW_MIX1	8	1561.084351	396.3021919
21/06/25	16	WW	MIX1	WW_MIX1	1	1453.84084	374.5027766
21/06/25	16	WW	MIX1	WW_MIX1	2	1731.596066	413.909412
21/06/25	16	WW	MIX1	WW_MIX1	3	2162.05418	375.6206953
21/06/25	16	WW	MIX1	WW_MIX1	4	1548.118274	373.1053781
21/06/25	16	WW	MIX1	WW_MIX1	5	2098.004887	394.3458341
21/06/25	16	WW	MIX1	WW_MIX1	6	1941.865208	384.5640452
21/06/25	16	WW	MIX1	WW_MIX1	7	2060.746944	422.0143228
21/06/25	16	WW	MIX1	WW_MIX1	8	1536.636267	410.2761761
22/06/25	17	WW	MIX1	WW_MIX1	1	1611.855132	379.5334109
22/06/25	17	WW	MIX1	WW_MIX1	2	1771.119166	409.9966964
22/06/25	17	WW	MIX1	WW_MIX1	3	2338.345953	372.8258985
22/06/25	17	WW	MIX1	WW_MIX1	4	1725.503572	374.2232969
22/06/25	17	WW	MIX1	WW_MIX1	5	2556.347875	411.3940948
22/06/25	17	WW	MIX1	WW_MIX1	6	2102.613311	373.9438172
22/06/25	17	WW	MIX1	WW_MIX1	7	2164.944209	403.289184
22/06/25	17	WW	MIX1	WW_MIX1	8	1587.407048	374.7822562
23/06/25	18	WW	MIX1	WW_MIX1	1	1602.638282	356.0571174
23/06/25	18	WW	MIX1	WW_MIX1	2	2021.53628	408.599298
23/06/25	18	WW	MIX1	WW_MIX1	3	2545.959392	422.0143228
23/06/25	18	WW	MIX1	WW_MIX1	4	2121.984317	410.5556558
23/06/25	18	WW	MIX1	WW_MIX1	5	2367.871115	377.8565328
23/06/25	18	WW	MIX1	WW_MIX1	6	2573.453723	369.4721422
23/06/25	18	WW	MIX1	WW_MIX1	7	1914.995749	372.2669391
23/06/25	18	WW	MIX1	WW_MIX1	8	2821.840005	399.6559481
24/06/25	19	WW	MIX1	WW_MIX1	1	1944.911455	390.9920779
24/06/25	19	WW	MIX1	WW_MIX1	2	2205.638942	404.9660621
24/06/25	19	WW	MIX1	WW_MIX1	3	2741.70028	422.0143228
24/06/25	19	WW	MIX1	WW_MIX1	4	2139.949363	371.4285
24/06/25	19	WW	MIX1	WW_MIX1	5	2443.480524	365.279947
24/06/25	19	WW	MIX1	WW_MIX1	6	2804.656049	383.4461264
24/06/25	19	WW	MIX1	WW_MIX1	7	2108.627696	365.5594267
24/06/25	19	WW	MIX1	WW_MIX1	8	2982.900544	391.830517
25/06/25	20	WW	MIX1	WW_MIX1	1	2025.05118	395.4637529
25/06/25	20	WW	MIX1	WW_MIX1	2	2456.837145	414.4683714
25/06/25	20	WW	MIX1	WW_MIX1	3	3117.950821	422.0143228
25/06/25	20	WW	MIX1	WW_MIX1	4	2607.118656	399.0969888
25/06/25	20	WW	MIX1	WW_MIX1	5	2673.511216	365.8389064
25/06/25	20	WW	MIX1	WW_MIX1	6	3030.703187	409.9966964
25/06/25	20	WW	MIX1	WW_MIX1	7	2335.221597	374.2232969
25/06/25	20	WW	MIX1	WW_MIX1	8	3120.840851	404.4071027
26/06/25	21	WW	MIX1	WW_MIX1	1	2225.869146	395.1842732
26/06/25	21	WW	MIX1	WW_MIX1	2	2528.306782	414.4683714
26/06/25	21	WW	MIX1	WW_MIX1	3	2797.860575	405.2455418
26/06/25	21	WW	MIX1	WW_MIX1	4	2846.131871	403.289184
26/06/25	21	WW	MIX1	WW_MIX1	5	2856.598463	407.760859
26/06/25	21	WW	MIX1	WW_MIX1	6	3113.889159	410.2761761
26/06/25	21	WW	MIX1	WW_MIX1	7	2789.815359	412.2325339
