date	n_day	regime	inoculant	treatment	FvFm	FvFo	PhiPSII
23/06/25	18	NW	MIXR	NW_MIXR	0.800957276	4.024047004	0.650800579
23/06/25	18	NW	NOI	NW_NOI	0.810096724	4.26743764	0.626240994
23/06/25	18	NW	NOI	NW_NOI	0.80926557	4.245741736	0.610853806
23/06/25	18	NW	NOI	NW_NOI	0.804839118	4.126228865	0.636782289
23/06/25	18	NW	NOI	NW_NOI	0.810173021	4.275068428	0.644352637
23/06/25	18	NW	NOI	NW_NOI	0.810325241	4.272311591	0.641423155
23/06/25	18	NW	NOI	NW_NOI	0.807684851	4.201010838	0.623662971
23/06/25	18	NW	NOI	NW_NOI	0.80776202	4.202644431	0.62850441
23/06/25	18	NW	NOI	NW_NOI	0.803713777	4.099475882	0.621171024
23/06/25	18	WW	MIX1	WW_MIX1	0.808701944	4.226470419	0.634758468
23/06/25	18	WW	MIX1	WW_MIX1	0.809254948	4.280750624	0.627582407
23/06/25	18	WW	MIX1	WW_MIX1	0.803090918	3.938403145	0.631455533
23/06/25	18	WW	MIX1	WW_MIX1	0.800003836	4.396910472	0.644223239
23/06/25	18	WW	MIX1	WW_MIX1	0.814406095	4.233877662	0.640928329
23/06/25	18	WW	MIX1	WW_MIX1	0.810164402	4.350867583	0.631710198
23/06/25	18	WW	MIX1	WW_MIX1	0.812872737	4.382509453	0.643166189
23/06/25	18	WW	MIX1	WW_MIX1	0.816659169	4.436215635	0.627962309
23/06/25	18	WW	MIXR	WW_MIXR	0.815165695	4.420497832	0.646258428
23/06/25	18	WW	MIXR	WW_MIXR	0.823366162	4.661429376	0.629823567
23/06/25	18	WW	MIXR	WW_MIXR	0.804104897	4.104772828	0.64553913
23/06/25	18	WW	MIXR	WW_MIXR	0.818026025	4.495291291	0.656969643
23/06/25	18	WW	MIXR	WW_MIXR	0.799547216	3.988705974	0.630371899
23/06/25	18	WW	MIXR	WW_MIXR	0.808520417	4.222488904	0.638285432
23/06/25	18	WW	MIXR	WW_MIXR	0.815724264	4.426650423	0.625495406
23/06/25	18	WW	MIXR	WW_MIXR	0.807930632	4.212615101	0.633539949
23/06/25	18	WW	NOI	WW_NOI	0.79836517	3.959460633	0.63417316
23/06/25	18	WW	NOI	WW_NOI	0.805784722	4.148925526	0.63791344
23/06/25	18	WW	NOI	WW_NOI	0.818113173	4.497924274	0.64573997
23/06/25	18	WW	NOI	WW_NOI	0.791855337	3.8043509	0.654528441
23/06/25	18	WW	NOI	WW_NOI	0.804595348	4.134674362	0.639275523
23/06/25	18	WW	NOI	WW_NOI	0.813841855	4.371776771	0.650625726
23/06/25	18	WW	NOI	WW_NOI	0.816528782	4.450446171	0.648759758
23/06/25	18	WW	NOI	WW_NOI	0.787678394	3.709836262	0.641125108
24/06/25	19	NW	MIX1	NW_MIX1	0.805820525	4.150652436	0.639412359
24/06/25	19	NW	MIX1	NW_MIX1	0.807812238	4.203244941	0.664926574
24/06/25	19	NW	MIX1	NW_MIX1	0.802451129	4.062038556	0.599135622
24/06/25	19	NW	MIX1	NW_MIX1	0.807198209	4.186673811	0.654174881
24/06/25	19	NW	MIX1	NW_MIX1	0.811499078	4.305013838	0.614587033
24/06/25	19	NW	MIX1	NW_MIX1	0.801809018	4.045638258	0.613852592
24/06/25	19	NW	MIX1	NW_MIX1	0.798016674	3.970495853	0.616941448
24/06/25	19	NW	MIX1	NW_MIX1	0.804943839	4.131965385	0.62238472
24/06/25	19	NW	MIXR	NW_MIXR	0.801506585	4.037950502	0.645222778
24/06/25	19	NW	MIXR	NW_MIXR	0.818317373	4.50410359	0.648879066
24/06/25	19	NW	MIXR	NW_MIXR	0.808202737	4.213838749	0.643491918
24/06/25	19	NW	MIXR	NW_MIXR	0.821281661	4.595396668	0.643297349
24/06/25	19	NW	MIXR	NW_MIXR	0.799538635	3.988492429	0.64353672
24/06/25	19	NW	MIXR	NW_MIXR	0.805491243	4.141156692	0.639027045
24/06/25	19	NW	MIXR	NW_MIXR	0.815204057	4.411374205	0.64505346
24/06/25	19	NW	MIXR	NW_MIXR	0.809054004	4.237082858	0.646529655
24/06/25	19	NW	NOI	NW_NOI	0.809391595	4.249411272	0.625598416
24/06/25	19	NW	NOI	NW_NOI	0.804819929	4.12347391	0.606384138
24/06/25	19	NW	NOI	NW_NOI	0.808928927	4.233654586	0.63579706
24/06/25	19	NW	NOI	NW_NOI	0.817143795	4.468778052	0.645588318
24/06/25	19	NW	NOI	NW_NOI	0.811262748	4.298371095	0.641285075
24/06/25	19	NW	NOI	NW_NOI	0.81062119	4.280421815	0.628491864
24/06/25	19	NW	NOI	NW_NOI	0.805440491	4.139815601	0.625586574
24/06/25	19	NW	NOI	NW_NOI	0.807524083	4.201363843	0.619203466
24/06/25	19	WW	MIX1	WW_MIX1	0.807013575	4.181711618	0.630697567
24/06/25	19	WW	MIX1	WW_MIX1	0.808218967	4.223816296	0.623010943
24/06/25	19	WW	MIX1	WW_MIX1	0.79561229	3.927649848	0.622233474
24/06/25	19	WW	MIX1	WW_MIX1	0.809259836	4.242734311	0.644819835
24/06/25	19	WW	MIX1	WW_MIX1	0.808957099	4.234426376	0.641177826
24/06/25	19	WW	MIX1	WW_MIX1	0.811411767	4.303654574	0.625235043
24/06/25	19	WW	MIX1	WW_MIX1	0.81010604	4.266096936	0.6441012
24/06/25	19	WW	MIX1	WW_MIX1	0.815172163	4.410440411	0.614304651
24/06/25	19	WW	MIXR	WW_MIXR	0.814215997	4.389887754	0.648323858
24/06/25	19	WW	MIXR	WW_MIXR	0.821614704	4.605843222	0.626742937
24/06/25	19	WW	MIXR	WW_MIXR	0.805046684	4.129433134	0.649733904
24/06/25	19	WW	MIXR	WW_MIXR	0.815986602	4.434386905	0.655626462
24/06/25	19	WW	MIXR	WW_MIXR	0.799716048	3.992911269	0.629736997
24/06/25	19	WW	MIXR	WW_MIXR	0.809407826	4.246805146	0.606370767
24/06/25	19	WW	MIXR	WW_MIXR	0.813369182	4.358171876	0.604668308
24/06/25	19	WW	MIXR	WW_MIXR	0.807497685	4.199296097	0.628888757
24/06/25	19	WW	NOI	WW_NOI	0.799453183	3.98651361	0.628957609
24/06/25	19	WW	NOI	WW_NOI	0.805594784	4.143899806	0.62557385
24/06/25	19	WW	NOI	WW_NOI	0.812555758	4.339613462	0.644941
24/06/25	19	WW	NOI	WW_NOI	0.800506757	4.022146217	0.649904176
24/06/25	19	WW	NOI	WW_NOI	0.799600547	4.00167987	0.634455894
24/06/25	19	WW	NOI	WW_NOI	0.808372574	4.226591441	0.649536812
24/06/25	19	WW	NOI	WW_NOI	0.815099247	4.408630089	0.619302757
24/06/25	19	WW	NOI	WW_NOI	0.788811711	3.735247396	0.641943524
25/06/25	20	NW	MIX1	NW_MIX1	0.808648038	4.229041151	0.633552953
25/06/25	20	NW	MIX1	NW_MIX1	0.814686646	4.396265192	0.655498834
25/06/25	20	NW	MIX1	NW_MIX1	0.803468123	4.088233082	0.613193771
25/06/25	20	NW	MIX1	NW_MIX1	0.807789344	4.202625179	0.65035877
25/06/25	20	NW	MIX1	NW_MIX1	0.791633505	3.799236067	0.618110669
25/06/25	20	NW	MIX1	NW_MIX1	0.802124725	4.053688495	0.616668788
25/06/25	20	NW	MIX1	NW_MIX1	0.791465097	3.803859927	0.617277742
25/06/25	20	NW	MIX1	NW_MIX1	0.780637063	3.55865522	0.617053768
25/06/25	20	NW	MIXR	NW_MIXR	0.812234568	4.281272216	0.64015936
25/06/25	20	NW	MIXR	NW_MIXR	0.82163726	4.606552137	0.635067909
25/06/25	20	NW	MIXR	NW_MIXR	0.8100153	4.263581748	0.632805854
25/06/25	20	NW	MIXR	NW_MIXR	0.823042862	4.65108598	0.632238514
25/06/25	20	NW	MIXR	NW_MIXR	0.795141658	3.88142192	0.640394683
25/06/25	20	NW	MIXR	NW_MIXR	0.802376652	4.060130858	0.636936691
25/06/25	20	NW	MIXR	NW_MIXR	0.816463255	4.448500256	0.633895494
25/06/25	20	NW	MIXR	NW_MIXR	0.816964989	4.463435624	0.637075623
25/06/25	20	NW	NOI	NW_NOI	0.809776899	4.257908269	0.623063228
25/06/25	20	NW	NOI	NW_NOI	0.80638918	4.165000599	0.608299404
25/06/25	20	NW	NOI	NW_NOI	0.810484637	4.276617083	0.62995564
25/06/25	20	NW	NOI	NW_NOI	0.809057885	4.241110359	0.645275494
25/06/25	20	NW	NOI	NW_NOI	0.812456881	4.332107124	0.643526324
25/06/25	20	NW	NOI	NW_NOI	0.811485522	4.304632357	0.626861081
25/06/25	20	NW	NOI	NW_NOI	0.806219541	4.160479051	0.621739837
25/06/25	20	NW	NOI	NW_NOI	0.809468593	4.258219668	0.62308106
25/06/25	20	WW	MIX1	WW_MIX1	0.808407308	4.219681971	0.613606475
25/06/25	20	WW	MIX1	WW_MIX1	0.808259889	4.224614308	0.618670013
25/06/25	20	WW	MIX1	WW_MIX1	0.797541105	3.974246051	0.638956588
25/06/25	20	WW	MIX1	WW_MIX1	0.811174433	4.296437538	0.619120017
25/06/25	20	WW	MIX1	WW_MIX1	0.81090945	4.289035419	0.649705077
25/06/25	20	WW	MIX1	WW_MIX1	0.810174094	4.270483649	0.630415182
25/06/25	20	WW	MIX1	WW_MIX1	0.806030414	4.157724491	0.645067561
25/06/25	20	WW	MIX1	WW_MIX1	0.813582419	4.364691038	0.612236539
25/06/25	20	WW	MIXR	WW_MIXR	0.813685167	4.367259181	0.650389288
25/06/25	20	WW	MIXR	WW_MIXR	0.811356068	4.301928904	0.623662306
25/06/25	20	WW	MIXR	WW_MIXR	0.807859624	4.204528185	0.653928678
25/06/25	20	WW	MIXR	WW_MIXR	0.812523412	4.333999347	0.654283281
25/06/25	20	WW	MIXR	WW_MIXR	0.813827289	4.372613523	0.629102094
25/06/25	20	WW	MIXR	WW_MIXR	0.811118579	4.294326957	0.574456102
25/06/25	20	WW	MIXR	WW_MIXR	0.812620989	4.336777022	0.58384121
25/06/25	20	WW	MIXR	WW_MIXR	0.817742298	4.486736589	0.624237565
25/06/25	20	WW	NOI	WW_NOI	0.800541195	4.013566586	0.623742058
25/06/25	20	WW	NOI	WW_NOI	0.805404845	4.138874085	0.613234259
25/06/25	20	WW	NOI	WW_NOI	0.806998342	4.18130265	0.644142029
25/06/25	20	WW	NOI	WW_NOI	0.809158176	4.239941533	0.645279911
25/06/25	20	WW	NOI	WW_NOI	0.794605746	3.868685378	0.629636264
25/06/25	20	WW	NOI	WW_NOI	0.802903292	4.08140611	0.648447897
25/06/25	20	WW	NOI	WW_NOI	0.813669712	4.366814006	0.589845756
25/06/25	20	WW	NOI	WW_NOI	0.789945027	3.76065853	0.64276194
26/06/25	21	NW	MIX1	NW_MIX1	0.802166451	4.068083135	0.627693547
26/06/25	21	NW	MIX1	NW_MIX1	0.805853157	4.156834141	0.646071094
26/06/25	21	NW	MIX1	NW_MIX1	0.804904966	4.125707085	0.62725192
26/06/25	21	NW	MIX1	NW_MIX1	0.810488054	4.276712202	0.646542658
26/06/25	21	NW	MIX1	NW_MIX1	0.794857414	3.87465826	0.621634305
26/06/25	21	NW	MIX1	NW_MIX1	0.800677545	4.016996198	0.619484984
26/06/25	21	NW	MIX1	NW_MIX1	0.80198375	4.050090596	0.617614035
26/06/25	21	NW	MIX1	NW_MIX1	0.799172903	3.980581685	0.611722815
26/06/25	21	NW	MIXR	NW_MIXR	0.811090269	4.293533543	0.634498234
26/06/25	21	NW	MIXR	NW_MIXR	0.818867243	4.520812567	0.653100139
26/06/25	21	NW	MIXR	NW_MIXR	0.804872519	4.124854753	0.63157445
26/06/25	21	NW	MIXR	NW_MIXR	0.82364207	4.670286568	0.628417018
26/06/25	21	NW	MIXR	NW_MIXR	0.797468409	3.937501337	0.647564738
26/06/25	21	NW	MIXR	NW_MIXR	0.796082238	3.903937695	0.643170699
26/06/25	21	NW	MIXR	NW_MIXR	0.813531854	4.362846262	0.629859956
26/06/25	21	NW	MIXR	NW_MIXR	0.817133473	4.468469364	0.607800642
26/06/25	21	NW	NOI	NW_NOI	0.795096503	3.880346191	0.62052804
26/06/25	21	NW	NOI	NW_NOI	0.807370691	4.191318	0.610214669
26/06/25	21	NW	NOI	NW_NOI	0.814133845	4.380215682	0.62411422
26/06/25	21	NW	NOI	NW_NOI	0.816470417	4.448712873	0.64496267
26/06/25	21	NW	NOI	NW_NOI	0.81150143	4.305080038	0.645767573
26/06/25	21	NW	NOI	NW_NOI	0.81813605	4.49861587	0.625230298
26/06/25	21	NW	NOI	NW_NOI	0.809145202	4.239585342	0.617893099
26/06/25	21	NW	NOI	NW_NOI	0.798086396	3.952613294	0.626958653
26/06/25	21	WW	MIX1	WW_MIX1	0.809801041	4.257652323	0.596515382
26/06/25	21	WW	MIX1	WW_MIX1	0.808300811	4.225412319	0.614329083
26/06/25	21	WW	MIX1	WW_MIX1	0.79946992	4.020842253	0.655679701
26/06/25	21	WW	MIX1	WW_MIX1	0.81308903	4.350140764	0.593420199
26/06/25	21	WW	MIX1	WW_MIX1	0.812861801	4.343644461	0.658232327
26/06/25	21	WW	MIX1	WW_MIX1	0.808936421	4.237312723	0.635595321
26/06/25	21	WW	MIX1	WW_MIX1	0.801954787	4.049352046	0.646033922
26/06/25	21	WW	MIX1	WW_MIX1	0.811992674	4.318941664	0.610168427
26/06/25	21	WW	MIXR	WW_MIXR	0.813572405	4.364012777	0.661813775
26/06/25	21	WW	MIXR	WW_MIXR	0.815011262	4.405734491	0.62699153
26/06/25	21	WW	MIXR	WW_MIXR	0.80422953	4.108022685	0.641061958
26/06/25	21	WW	MIXR	WW_MIXR	0.810834471	4.286375408	0.647607443
26/06/25	21	WW	MIXR	WW_MIXR	0.803239493	4.0823207	0.622538752
26/06/25	21	WW	MIXR	WW_MIXR	0.809400527	4.246604234	0.640101718
26/06/25	21	WW	MIXR	WW_MIXR	0.814454134	4.389502993	0.620247893
26/06/25	21	WW	MIXR	WW_MIXR	0.817902316	4.491558031	0.660450674
26/06/25	21	WW	NOI	WW_NOI	0.800135715	4.003415766	0.627470592
26/06/25	21	WW	NOI	WW_NOI	0.807878814	4.205911264	0.626652952
26/06/25	21	WW	NOI	WW_NOI	0.805704833	4.147036546	0.640174546
26/06/25	21	WW	NOI	WW_NOI	0.812712569	4.341310396	0.647477106
26/06/25	21	WW	NOI	WW_NOI	0.796444411	3.913063816	0.641324163
26/06/25	21	WW	NOI	WW_NOI	0.808111369	4.219075213	0.648157995
26/06/25	21	WW	NOI	WW_NOI	0.811812128	4.314356519	0.610525259
26/06/25	21	WW	NOI	WW_NOI	0.795689422	3.898381391	0.640325733
27/06/25	22	NW	MIX1	NW_MIX1	0.799480092	3.995114839	0.632512966
27/06/25	22	NW	MIX1	NW_MIX1	0.802799256	4.075238042	0.637584461
27/06/25	22	NW	MIX1	NW_MIX1	0.795016088	3.890375075	0.622361627
27/06/25	22	NW	MIX1	NW_MIX1	0.802165083	4.063681674	0.646054799
27/06/25	22	NW	MIX1	NW_MIX1	0.788320869	3.728640221	0.605505016
27/06/25	22	NW	MIX1	NW_MIX1	0.79457382	3.872230074	0.596535099
27/06/25	22	NW	MIX1	NW_MIX1	0.803536894	4.090332325	0.599547253
27/06/25	22	NW	MIX1	NW_MIX1	0.797976485	3.954800343	0.608590807
27/06/25	22	NW	MIXR	NW_MIXR	0.811834393	4.314916777	0.657742704
27/06/25	22	NW	MIXR	NW_MIXR	0.810460648	4.275949244	0.651236814
27/06/25	22	NW	MIXR	NW_MIXR	0.810776076	4.284744016	0.631241617
27/06/25	22	NW	MIXR	NW_MIXR	0.807852962	4.227507385	0.644743918
27/06/25	22	NW	MIXR	NW_MIXR	0.814266456	4.384057072	0.651978273
27/06/25	22	NW	MIXR	NW_MIXR	0.81510675	4.408526269	0.650127122
27/06/25	22	NW	MIXR	NW_MIXR	0.802048557	4.051743935	0.627634324
27/06/25	22	NW	MIXR	NW_MIXR	0.806403579	4.22225195	0.643246573
27/06/25	22	NW	NOI	NW_NOI	0.797282529	3.933547633	0.615901098
27/06/25	22	NW	NOI	NW_NOI	0.806812569	4.176363399	0.621425383
27/06/25	22	NW	NOI	NW_NOI	0.812222123	4.325992988	0.622374171
27/06/25	22	NW	NOI	NW_NOI	0.807634825	4.209436432	0.612540564
27/06/25	22	NW	NOI	NW_NOI	0.804464075	4.120782612	0.655553862
27/06/25	22	NW	NOI	NW_NOI	0.801506624	4.073561768	0.613168035
27/06/25	22	NW	NOI	NW_NOI	0.803228186	4.08662815	0.613965209
27/06/25	22	NW	NOI	NW_NOI	0.807700586	4.213254858	0.63544278
27/06/25	22	WW	MIX1	WW_MIX1	0.813525483	4.364803148	0.625265208
27/06/25	22	WW	MIX1	WW_MIX1	0.812555041	4.342101918	0.634099959
27/06/25	22	WW	MIX1	WW_MIX1	0.808418432	4.248151149	0.652288609
27/06/25	22	WW	MIX1	WW_MIX1	0.810393122	4.275136723	0.622352762
27/06/25	22	WW	MIX1	WW_MIX1	0.816920283	4.464786966	0.654013994
27/06/25	22	WW	MIX1	WW_MIX1	0.81205715	4.323960234	0.646022914
27/06/25	22	WW	MIX1	WW_MIX1	0.808728345	4.235900989	0.649218169
27/06/25	22	WW	MIX1	WW_MIX1	0.812612997	4.336607879	0.635083632
27/06/25	22	WW	MIXR	WW_MIXR	0.810818357	4.285925133	0.661562188
27/06/25	22	WW	MIXR	WW_MIXR	0.813288624	4.355860039	0.643044873
27/06/25	22	WW	MIXR	WW_MIXR	0.81052301	4.277685698	0.641768632
27/06/25	22	WW	MIXR	WW_MIXR	0.807941942	4.206758891	0.651700114
27/06/25	22	WW	MIXR	WW_MIXR	0.812971347	4.346774335	0.634759703
27/06/25	22	WW	MIXR	WW_MIXR	0.809388583	4.246275462	0.63573887
27/06/25	22	WW	MIXR	WW_MIXR	0.815601369	4.423033764	0.638381586
27/06/25	22	WW	MIXR	WW_MIXR	0.81576522	4.427856784	0.666250506
27/06/25	22	WW	NOI	WW_NOI	0.799730234	3.993264946	0.631199125
27/06/25	22	WW	NOI	WW_NOI	0.810352782	4.272948442	0.640071644
27/06/25	22	WW	NOI	WW_NOI	0.804411324	4.112770441	0.636207062
27/06/25	22	WW	NOI	WW_NOI	0.816266961	4.442679258	0.649674301
27/06/25	22	WW	NOI	WW_NOI	0.798283076	3.957442254	0.653012062
27/06/25	22	WW	NOI	WW_NOI	0.813319445	4.356744316	0.647868092
27/06/25	22	WW	NOI	WW_NOI	0.809954544	4.261899031	0.631204762
27/06/25	22	WW	NOI	WW_NOI	0.801433817	4.036104251	0.637889525
28/06/25	23	NW	MIX1	NW_MIX1	0.796793732	3.922146543	0.637332384
28/06/25	23	NW	MIX1	NW_MIX1	0.799745354	3.993641942	0.629097828
28/06/25	23	NW	MIX1	NW_MIX1	0.785127209	3.655043065	0.617471333
28/06/25	23	NW	MIX1	NW_MIX1	0.793842111	3.850651145	0.64556694
28/06/25	23	NW	MIX1	NW_MIX1	0.781784323	3.582622181	0.589375727
28/06/25	23	NW	MIX1	NW_MIX1	0.788470095	3.72746395	0.573585214
28/06/25	23	NW	MIX1	NW_MIX1	0.805090037	4.130574053	0.58148047
28/06/25	23	NW	MIX1	NW_MIX1	0.796780066	3.929019001	0.605458799
28/06/25	23	NW	MIXR	NW_MIXR	0.811422598	4.303112238	0.654792725
28/06/25	23	NW	MIXR	NW_MIXR	0.813225102	4.355211692	0.651272568
28/06/25	23	NW	MIXR	NW_MIXR	0.812311578	4.185187567	0.640735188
28/06/25	23	NW	MIXR	NW_MIXR	0.811513176	4.318991861	0.652705101
28/06/25	23	NW	MIXR	NW_MIXR	0.81208671	4.322319514	0.640339299
28/06/25	23	NW	MIXR	NW_MIXR	0.815951186	4.433455547	0.646001522
28/06/25	23	NW	MIXR	NW_MIXR	0.807323183	4.193930425	0.635713457
28/06/25	23	NW	MIXR	NW_MIXR	0.8109295	4.320498414	0.638092727
28/06/25	23	NW	NOI	NW_NOI	0.799468555	3.986749074	0.611274155
28/06/25	23	NW	NOI	NW_NOI	0.806254447	4.161408797	0.632636097
28/06/25	23	NW	NOI	NW_NOI	0.8103104	4.271770294	0.620634122
28/06/25	23	NW	NOI	NW_NOI	0.798799233	3.97015999	0.580118458
28/06/25	23	NW	NOI	NW_NOI	0.797426719	3.936485185	0.665340151
28/06/25	23	NW	NOI	NW_NOI	0.784877197	3.648507666	0.601105772
28/06/25	23	NW	NOI	NW_NOI	0.797311169	3.933670957	0.610037318
28/06/25	23	NW	NOI	NW_NOI	0.817314775	4.473896421	0.643926907
28/06/25	23	WW	MIX1	WW_MIX1	0.817249925	4.471953973	0.654015033
28/06/25	23	WW	MIX1	WW_MIX1	0.81680927	4.458791516	0.653870834
28/06/25	23	WW	MIX1	WW_MIX1	0.817366944	4.475460045	0.648897516
28/06/25	23	WW	MIX1	WW_MIX1	0.807697214	4.200132681	0.651285324
28/06/25	23	WW	MIX1	WW_MIX1	0.820978764	4.58592947	0.64979566
28/06/25	23	WW	MIX1	WW_MIX1	0.815177879	4.410607744	0.656450507
28/06/25	23	WW	MIX1	WW_MIX1	0.815501902	4.422449932	0.652402415
28/06/25	23	WW	MIX1	WW_MIX1	0.813233319	4.354274094	0.659998837
28/06/25	23	WW	MIXR	WW_MIXR	0.81091458	4.288616416	0.656702467
28/06/25	23	WW	MIXR	WW_MIXR	0.81463909	4.395167089	0.647176598
28/06/25	23	WW	MIXR	WW_MIXR	0.812185045	4.181658408	0.645998695
28/06/25	23	WW	MIXR	WW_MIXR	0.811557666	4.308617614	0.656183199
28/06/25	23	WW	MIXR	WW_MIXR	0.811439155	4.303678145	0.631730014
28/06/25	23	WW	MIXR	WW_MIXR	0.813092102	4.352330144	0.638807396
28/06/25	23	WW	MIXR	WW_MIXR	0.814099589	4.379575339	0.641087088
28/06/25	23	WW	MIXR	WW_MIXR	0.81561032	4.423300831	0.649594694
28/06/25	23	WW	NOI	WW_NOI	0.804751765	4.125075208	0.639862019
28/06/25	23	WW	NOI	WW_NOI	0.815057947	4.410601103	0.65141771
28/06/25	23	WW	NOI	WW_NOI	0.808096154	4.212864946	0.640770806
28/06/25	23	WW	NOI	WW_NOI	0.816140766	4.438946138	0.646774899
28/06/25	23	WW	NOI	WW_NOI	0.808245136	4.229105026	0.644732635
28/06/25	23	WW	NOI	WW_NOI	0.816331294	4.446050091	0.642569454
28/06/25	23	WW	NOI	WW_NOI	0.815572584	4.427223449	0.64549948
28/06/25	23	WW	NOI	WW_NOI	0.806095381	4.16015701	0.648951273
29/06/25	24	NW	MIX1	NW_MIX1	0.809180061	4.252371568	0.656980872
29/06/25	24	NW	MIX1	NW_MIX1	0.809180061	4.252371568	0.613989589
29/06/25	24	NW	MIX1	NW_MIX1	0.818235748	4.501631854	0.536479146
29/06/25	24	NW	MIX1	NW_MIX1	0.800124374	4.003111281	0.64850875
29/06/25	24	NW	MIX1	NW_MIX1	0.773041951	3.406100613	0.577157362
29/06/25	24	NW	MIX1	NW_MIX1	0.785815151	3.696070264	0.603126808
29/06/25	24	NW	MIX1	NW_MIX1	0.801858088	4.0468878	0.656215065
29/06/25	24	NW	MIX1	NW_MIX1	0.782545415	3.635222379	0.576007997
29/06/25	24	NW	MIXR	NW_MIXR	0.811010802	4.291307698	0.651842745
29/06/25	24	NW	MIXR	NW_MIXR	0.815989556	4.434474139	0.651308322
29/06/25	24	NW	MIXR	NW_MIXR	0.81384708	4.085631118	0.650228758
29/06/25	24	NW	MIXR	NW_MIXR	0.81517339	4.410476337	0.660666283
29/06/25	24	NW	MIXR	NW_MIXR	0.809906963	4.260581955	0.628700324
29/06/25	24	NW	MIXR	NW_MIXR	0.816795621	4.458384825	0.641875921
29/06/25	24	NW	MIXR	NW_MIXR	0.812597809	4.336116914	0.643792589
29/06/25	24	NW	MIXR	NW_MIXR	0.81545542	4.418744877	0.632938881
29/06/25	24	NW	NOI	NW_NOI	0.794055202	3.855670106	0.605207822
29/06/25	24	NW	NOI	NW_NOI	0.797848119	3.946775635	0.5990973
29/06/25	24	NW	NOI	NW_NOI	0.800230797	4.005776583	0.581395333
29/06/25	24	NW	NOI	NW_NOI	0.797378039	3.936074108	0.595233485
29/06/25	24	NW	NOI	NW_NOI	0.794829277	3.890574647	0.620470802
29/06/25	24	NW	NOI	NW_NOI	0.783651933	3.622181354	0.628876783
29/06/25	24	NW	NOI	NW_NOI	0.789770592	3.756708437	0.586302327
29/06/25	24	NW	NOI	NW_NOI	0.811065306	4.292834149	0.646233297
29/06/25	24	WW	MIX1	WW_MIX1	0.816780835	4.457944309	0.651017129
29/06/25	24	WW	MIX1	WW_MIX1	0.816716211	4.456019903	0.656026658
29/06/25	24	WW	MIX1	WW_MIX1	0.817940353	4.492705359	0.64955675
29/06/25	24	WW	MIX1	WW_MIX1	0.807716797	4.200662283	0.654589049
29/06/25	24	WW	MIX1	WW_MIX1	0.818860615	4.520610558	0.646268302
29/06/25	24	WW	MIX1	WW_MIX1	0.817590079	4.482157971	0.658062746
29/06/25	24	WW	MIX1	WW_MIX1	0.815848332	4.432180816	0.655814084
29/06/25	24	WW	MIX1	WW_MIX1	0.815333431	4.41516533	0.665377671
29/06/25	24	WW	MIXR	WW_MIXR	0.814167987	4.381204161	0.658419542
29/06/25	24	WW	MIXR	WW_MIXR	0.819828985	4.550282325	0.652780166
29/06/25	24	WW	MIXR	WW_MIXR	0.817351492	4.474996808	0.656145068
29/06/25	24	WW	MIXR	WW_MIXR	0.816856662	4.460204079	0.660369939
29/06/25	24	WW	MIXR	WW_MIXR	0.803476129	4.088440378	0.647731303
29/06/25	24	WW	MIXR	WW_MIXR	0.808659981	4.226298229	0.653396588
29/06/25	24	WW	MIXR	WW_MIXR	0.809200776	4.241111452	0.645763677
29/06/25	24	WW	MIXR	WW_MIXR	0.825066688	4.716464109	0.650601803
29/06/25	24	WW	NOI	WW_NOI	0.809773295	4.256885469	0.648524913
29/06/25	24	WW	NOI	WW_NOI	0.819763111	4.548253763	0.662763775
29/06/25	24	WW	NOI	WW_NOI	0.811780984	4.312959451	0.645334549
29/06/25	24	WW	NOI	WW_NOI	0.816014571	4.435213017	0.643875497
29/06/25	24	WW	NOI	WW_NOI	0.818207196	4.500767797	0.636453207
29/06/25	24	WW	NOI	WW_NOI	0.819343142	4.535355866	0.637270816
29/06/25	24	WW	NOI	WW_NOI	0.821190623	4.592547867	0.659794198
29/06/25	24	WW	NOI	WW_NOI	0.810756945	4.284209768	0.660013021
