date	n_day	treatment	sample	tot_length	tot_area	Area_Efficiency
21/06/25	11	NW_MIXR	5	663.8540479	584.8244473	1.135133887
21/06/25	11	NW_MIXR	6	823.2611174	768.6085826	1.071105809
22/06/25	12	WW_NOI	1	391.7901938	336.0078023	1.166015167
22/06/25	12	WW_NOI	2	567.2748005	459.4278283	1.234741924
22/06/25	12	WW_NOI	3	545.9521095	434.6944083	1.255944634
22/06/25	12	WW_NOI	4	598.9737742	506.8920676	1.181659396
22/06/25	12	WW_NOI	5	557.4686431	484.1742523	1.151380191
22/06/25	12	WW_NOI	6	869.7833523	815.5916775	1.066444615
22/06/25	12	WW_MIX1	1	682.4401368	593.4850455	1.149885986
22/06/25	12	WW_MIX1	2	703.4207526	606.6579974	1.159501326
22/06/25	12	WW_MIX1	3	650.5131129	597.8803641	1.088032242
22/06/25	12	WW_MIX1	4	647.3204105	574.343303	1.127061824
22/06/25	12	WW_MIX1	5	540.2508552	443.5890767	1.217908383
22/06/25	12	WW_MIX1	6	653.36374	549.4668401	1.189086752
22/06/25	12	WW_MIXR	1	385.9749145	294.3172952	1.31142451
22/06/25	12	WW_MIXR	2	492.018244	388.9076723	1.265128664
22/06/25	12	WW_MIXR	3	657.5826682	530.0520156	1.24060026
22/06/25	12	WW_MIXR	4	619.4982896	539.9609883	1.14730194
22/06/25	12	WW_MIXR	5	608.8939567	475.2795839	1.281127945
22/06/25	12	WW_MIXR	6	940.8209806	784.3042913	1.199561179
22/06/25	12	NW_NOI	1	983.0102623	914.6293888	1.074763477
22/06/25	12	NW_NOI	2	735.1197263	654.1092328	1.123848571
22/06/25	12	NW_NOI	3	874.3443558	748.7776333	1.167695611
22/06/25	12	NW_NOI	4	1015.735462	884.4993498	1.148373328
22/06/25	12	NW_NOI	5	859.977195	800.1170351	1.074814255
22/06/25	12	NW_NOI	6	488.027366	443.6540962	1.100017717
22/06/25	12	NW_MIX1	1	678.677309	636.4629389	1.066326517
22/06/25	12	NW_MIX1	2	927.8221209	841.7815345	1.10221249
22/06/25	12	NW_MIX1	3	960.7753706	879.4928479	1.092419765
22/06/25	12	NW_MIX1	4	742.5313569	673.953186	1.101755096
22/06/25	12	NW_MIX1	5	1017.901938	963.6540962	1.056293894
22/06/25	12	NW_MIX1	6	988.7115165	901.5604681	1.096666892
22/06/25	12	NW_MIXR	1	519.95439	444.7074122	1.169205585
22/06/25	12	NW_MIXR	2	818.9281642	743.2249675	1.101857715
22/06/25	12	NW_MIXR	3	717.2177879	612.5357607	1.170899454
22/06/25	12	NW_MIXR	4	944.4697834	863.5240572	1.09373882
22/06/25	12	NW_MIXR	5	682.8962372	600.8842653	1.136485471
22/06/25	12	NW_MIXR	6	848.8027366	794.7204161	1.068052008
23/06/25	13	WW_NOI	1	398.9737742	340.8192458	1.170631586
23/06/25	13	WW_NOI	2	581.9840365	467.0741222	1.246020725
23/06/25	13	WW_NOI	3	589.395667	468.7256177	1.25744283
23/06/25	13	WW_NOI	4	654.1619156	547.763329	1.194241894
23/06/25	13	WW_NOI	5	570.0114025	490.9102731	1.161131542
23/06/25	13	WW_NOI	6	885.8608894	829.5968791	1.067820904
23/06/25	13	WW_MIX1	1	703.1927024	602.6527958	1.166828906
23/06/25	13	WW_MIX1	2	752.4515393	641.7555267	1.17248938
23/06/25	13	WW_MIX1	3	684.3785633	622.3537061	1.099661746
23/06/25	13	WW_MIX1	4	683.4663626	594.9674902	1.148745728
23/06/25	13	WW_MIX1	5	545.9521095	443.810143	1.230147887
23/06/25	13	WW_MIX1	6	665.5644242	558.0494148	1.192662167
23/06/25	13	WW_MIXR	1	425.9977195	316.5279584	1.345845472
23/06/25	13	WW_MIXR	2	549.9429875	433.6671001	1.268122455
23/06/25	13	WW_MIXR	3	717.1037628	566.9310793	1.264887019
23/06/25	13	WW_MIXR	4	661.6875713	570.0130039	1.160828905
23/06/25	13	WW_MIXR	5	677.1949829	525.3185956	1.289112909
23/06/25	13	WW_MIXR	6	1002.736602	826.3979194	1.213382293
23/06/25	13	NW_NOI	1	1006.157355	936.7230169	1.074124727
23/06/25	13	NW_NOI	2	746.2941847	655.9037711	1.13781048
23/06/25	13	NW_NOI	3	943.8996579	803.1339402	1.175270538
23/06/25	13	NW_NOI	4	1029.418472	886.449935	1.161282134
23/06/25	13	NW_NOI	5	892.2462942	821.716515	1.085832252
23/06/25	13	NW_NOI	6	521.5507412	473.3029909	1.101938401
23/06/25	13	NW_MIX1	1	719.6123147	660.793238	1.089012831
23/06/25	13	NW_MIX1	2	964.7662486	870.0910273	1.108810709
23/06/25	13	NW_MIX1	3	959.1790194	871.443433	1.100678464
23/06/25	13	NW_MIX1	4	740.3648803	678.153446	1.091736516
23/06/25	13	NW_MIX1	5	1018.129989	953.029909	1.068308538
23/06/25	13	NW_MIX1	6	1003.192702	910	1.102409563
23/06/25	13	NW_MIXR	1	570.0114025	485.2275683	1.174730044
23/06/25	13	NW_MIXR	2	828.7343216	739.1547464	1.12119191
23/06/25	13	NW_MIXR	3	762.3717218	648.0884265	1.176339047
23/06/25	13	NW_MIXR	4	940.8209806	850.0520156	1.106780483
23/06/25	13	NW_MIXR	5	691.9042189	604.4083225	1.144762891
23/06/25	13	NW_MIXR	6	898.5176739	830.3120936	1.08214451
24/06/25	14	WW_NOI	1	411.8586089	347.7243173	1.184440053
24/06/25	14	WW_NOI	2	581.7559863	466.7490247	1.246400004
24/06/25	14	WW_NOI	3	634.2075257	498.3875163	1.272518883
24/06/25	14	WW_NOI	4	687.5712657	577.1911573	1.191236659
24/06/25	14	WW_NOI	5	579.7035348	500.260078	1.158804311
24/06/25	14	WW_NOI	6	892.4743444	833.7321196	1.070456953
24/06/25	14	WW_MIX1	1	752.9076397	632.8738622	1.189664615
24/06/25	14	WW_MIX1	2	811.5165336	677.6592978	1.197528812
24/06/25	14	WW_MIX1	3	717.4458381	648.0754226	1.107040652
24/06/25	14	WW_MIX1	4	718.1299886	614.7204161	1.168222121
24/06/25	14	WW_MIX1	5	576.2827822	460.2080624	1.252222265
24/06/25	14	WW_MIX1	6	720.6385405	594.8764629	1.21140873
24/06/25	14	WW_MIXR	1	513.7970353	372.2886866	1.380103811
24/06/25	14	WW_MIXR	2	598.4036488	465.4226268	1.285721008
24/06/25	14	WW_MIXR	3	801.368301	619.2717815	1.294049438
24/06/25	14	WW_MIXR	4	662.9418472	570.5851756	1.161863076
24/06/25	14	WW_MIXR	5	724.5153934	561.7815345	1.289674631
24/06/25	14	WW_MIXR	6	1053.933865	858.5955787	1.227509075
24/06/25	14	NW_NOI	1	1007.069555	928.1274382	1.085055256
24/06/25	14	NW_NOI	2	762.8278221	665.1625488	1.146829183
24/06/25	14	NW_NOI	3	960.2052452	805.8257477	1.191579256
24/06/25	14	NW_NOI	4	1039.90878	887.4122237	1.171844102
24/06/25	14	NW_NOI	5	899.3158495	826.2418726	1.088441387
24/06/25	14	NW_NOI	6	567.3888255	513.4460338	1.105060295
24/06/25	14	NW_MIX1	1	739.5667047	671.4954486	1.101372625
24/06/25	14	NW_MIX1	2	961.345496	862.3927178	1.114742131
24/06/25	14	NW_MIX1	3	960.8893957	867.1131339	1.108147666
24/06/25	14	NW_MIX1	4	753.1356899	681.4694408	1.105164289
24/06/25	14	NW_MIX1	5	1021.892816	950.2080624	1.075441113
24/06/25	14	NW_MIX1	6	997.7194983	897.2821847	1.111935036
24/06/25	14	NW_MIXR	1	613.5689852	518.4525358	1.183462213
24/06/25	14	NW_MIXR	2	841.8472064	743.3029909	1.132576105
24/06/25	14	NW_MIXR	3	766.704675	659.5578674	1.162452474
24/06/25	14	NW_MIXR	4	953.9338655	851.1053316	1.120817636
24/06/25	14	NW_MIXR	5	694.2987457	595.5006502	1.16590762
24/06/25	14	NW_MIXR	6	918.3580388	842.756827	1.08970703
25/06/25	15	WW_NOI	1	405.5872292	337.0351105	1.203397559
25/06/25	15	WW_NOI	2	584.2645382	465.526658	1.255061398
25/06/25	15	WW_NOI	3	621.5507412	481.5344603	1.290771051
25/06/25	15	WW_NOI	4	687.5712657	569.336801	1.207670512
25/06/25	15	WW_NOI	5	581.299886	495.2795839	1.173680291
25/06/25	15	WW_NOI	6	906.3854048	826.2678804	1.096963135
25/06/25	15	WW_MIX1	1	723.3751425	617.0351105	1.172340326
25/06/25	15	WW_MIX1	2	803.6488027	664.2652796	1.209831113
25/06/25	15	WW_MIX1	3	714.3671608	642.8218466	1.111298822
25/06/25	15	WW_MIX1	4	723.0330673	612.9388817	1.179616906
25/06/25	15	WW_MIX1	5	572.7480046	455.4356307	1.257582776
25/06/25	15	WW_MIX1	6	712.4287343	589.0507152	1.209452286
25/06/25	15	WW_MIXR	1	512.3147092	368.816645	1.389076974
25/06/25	15	WW_MIXR	2	598.5176739	464.5123537	1.28848602
25/06/25	15	WW_MIXR	3	790.5359179	615.8907672	1.283565138
25/06/25	15	WW_MIXR	4	681.4139111	575.9947984	1.183020946
25/06/25	15	WW_MIXR	5	711.0604333	549.4278283	1.294183506
25/06/25	15	WW_MIXR	6	1058.380844	854.5773732	1.238484515
25/06/25	15	NW_NOI	1	1002.736602	920.0390117	1.089884874
25/06/25	15	NW_NOI	2	749.8289624	650.7802341	1.152199964
25/06/25	15	NW_NOI	3	958.2668187	795.0975293	1.205219213
25/06/25	15	NW_NOI	4	1028.278221	872.3927178	1.178687304
25/06/25	15	NW_NOI	5	883.9224629	807.7373212	1.094319205
25/06/25	15	NW_NOI	6	595.7810718	527.1521456	1.130188081
25/06/25	15	NW_MIX1	1	735.9179019	662.1716515	1.111370292
25/06/25	15	NW_MIX1	2	951.7673888	845.2405722	1.126031357
25/06/25	15	NW_MIX1	3	956.3283922	858.9856957	1.113322838
25/06/25	15	NW_MIX1	4	760.0912201	677.8543563	1.121319371
25/06/25	15	NW_MIX1	5	1029.874572	948.7776333	1.08547518
25/06/25	15	NW_MIX1	6	992.7023945	885.9427828	1.120503958
25/06/25	15	NW_MIXR	1	616.6476625	515.0845254	1.197177613
25/06/25	15	NW_MIXR	2	839.1106043	738.3745124	1.136429536
25/06/25	15	NW_MIXR	3	769.4412771	651.4694408	1.181085756
25/06/25	15	NW_MIXR	4	952.4515393	844.4993498	1.127829808
25/06/25	15	NW_MIXR	5	693.27252	588.6085826	1.177815853
25/06/25	15	NW_MIXR	6	905.2451539	821.4174252	1.102052533
